Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
AKR1C2	10p15.1	6.78	7.03	2.21	2.11	-0.25	0.355	0.703	(B) White
PKMYT1	16p13.3	8.52	8.40	1.03	1.10	0.12	0.355	0.703	(A) Asian
MASTL	10p12.1	8.72	8.64	0.65	0.61	0.07	0.355	0.703	(A) Asian
ZNF699	19p13.2	5.01	5.14	1.20	1.08	-0.14	0.355	0.703	(B) White
CD226	18q22.2	4.54	4.69	1.28	1.41	-0.15	0.355	0.703	(B) White
AK8	9q34.13	3.46	3.65	1.68	1.54	-0.19	0.355	0.703	(B) White
ARL15	5q11.2	7.73	7.80	0.61	0.59	-0.07	0.355	0.703	(B) White
LPP	3q27.3-q28	9.49	9.37	0.99	1.15	0.12	0.355	0.703	(A) Asian
DPH6	15q14	6.85	6.78	0.66	0.59	0.07	0.355	0.704	(A) Asian
SGSM3	22q13.1	10.04	10.11	0.56	0.62	-0.07	0.355	0.704	(B) White
LINC00628	1q32.1	2.48	2.36	1.06	1.10	0.12	0.356	0.704	(A) Asian
LY6G5C	6p21.33	4.83	4.91	0.75	0.79	-0.09	0.356	0.704	(B) White
RGPD1	2p11.2	8.16	8.31	1.27	1.12	-0.14	0.356	0.704	(B) White
CYC1	8q24.3	11.52	11.60	0.68	0.74	-0.08	0.356	0.704	(B) White
UCHL1	4p13	6.19	6.45	2.36	1.94	-0.26	0.356	0.704	(B) White
PCSK5	9q21.13	7.46	7.60	1.22	1.18	-0.14	0.356	0.704	(B) White
CFAP97	4q35.1	9.64	9.70	0.51	0.57	-0.06	0.356	0.704	(B) White
PGBD1	6p22.1	6.20	6.08	1.09	1.00	0.12	0.356	0.704	(A) Asian
TNPO1	5q13.2	11.40	11.45	0.43	0.43	-0.05	0.356	0.704	(B) White
BEX3	Xq22.2	9.12	9.29	1.57	1.40	-0.18	0.356	0.704	(B) White
SUMO3	21q22.3	10.74	10.79	0.45	0.53	-0.05	0.356	0.704	(B) White
NDUFAF1	15q15.1	8.06	8.00	0.47	0.46	0.05	0.356	0.704	(A) Asian
ZNF2	2q11.1	6.62	6.57	0.46	0.44	0.05	0.356	0.704	(A) Asian
C6ORF120	6q27	9.57	9.51	0.53	0.53	0.06	0.356	0.704	(A) Asian
NBPF1	1p36.13	8.76	8.84	0.66	0.66	-0.08	0.356	0.704	(B) White
TAC3	12q13.3	3.15	3.39	2.03	2.19	-0.24	0.356	0.704	(B) White
GZMH	14q12	5.46	5.27	1.54	1.80	0.19	0.356	0.704	(A) Asian
TTC33	5p13.1	8.68	8.74	0.57	0.59	-0.07	0.356	0.704	(B) White
NEFL	8p21.2	2.45	2.67	1.95	2.07	-0.23	0.357	0.704	(B) White
BABAM1	19p13.11	10.10	10.05	0.41	0.38	0.05	0.357	0.704	(A) Asian
SLC35F1	6q22.2-q22.31	3.78	3.95	1.52	1.52	-0.17	0.357	0.704	(B) White
PROM2	2q11.1	9.20	8.93	2.32	2.53	0.27	0.357	0.704	(A) Asian
ATP6V1H	8q11.23	10.00	10.06	0.45	0.48	-0.05	0.357	0.704	(B) White
SLC26A10	12q13.3	2.42	2.58	1.44	1.28	-0.16	0.357	0.704	(B) White
ASNA1	19p13.13	9.96	10.02	0.44	0.50	-0.05	0.357	0.704	(B) White
SRP9	1q42.12	11.99	11.94	0.47	0.50	0.06	0.357	0.704	(A) Asian
CD3E	11q23.3	8.10	8.27	1.49	1.42	-0.17	0.357	0.704	(B) White
ZDHHC11	5p15.33	5.78	5.59	1.63	1.69	0.19	0.357	0.704	(A) Asian
REM2	14q11.2	3.46	3.35	0.98	0.98	0.11	0.357	0.704	(A) Asian
UBE2V1	20q13.13	11.84	11.79	0.46	0.53	0.06	0.357	0.704	(A) Asian
HEG1	3q21.2	10.37	10.50	1.11	1.03	-0.12	0.357	0.704	(B) White
SLC25A26	3p14.1	8.32	8.27	0.44	0.45	0.05	0.357	0.705	(A) Asian
LAIR2	19q13.42	3.13	2.94	1.49	1.81	0.18	0.357	0.705	(A) Asian
PDCD1	2q37.3	5.09	5.27	1.62	1.54	-0.18	0.357	0.705	(B) White
ESRRB	14q24.3	1.40	1.54	1.21	1.11	-0.14	0.357	0.705	(B) White
PRSS37	7q34	0.44	0.52	0.70	0.70	-0.08	0.357	0.705	(B) White
EMX2	10q26.11	1.79	1.59	1.81	1.38	0.20	0.358	0.705	(A) Asian
KLRG1	12p13.31	4.64	4.50	1.23	1.18	0.14	0.358	0.705	(A) Asian
TMEM63A	1q42.12	11.27	11.18	0.79	0.75	0.09	0.358	0.705	(A) Asian
MTCL1	18p11.22	8.59	8.74	1.27	1.24	-0.15	0.358	0.705	(B) White
LDB3	10q23.2	5.06	5.35	2.63	2.40	-0.30	0.358	0.705	(B) White
C3ORF52	3q13.2	7.89	8.01	1.03	1.04	-0.12	0.358	0.705	(B) White
FASTKD3	5p15.31	7.62	7.55	0.61	0.55	0.07	0.358	0.705	(A) Asian
STXBP5	6q24.3	9.11	9.19	0.69	0.69	-0.08	0.358	0.705	(B) White
TOR1AIP1	1q25.2	10.34	10.40	0.55	0.57	-0.06	0.358	0.705	(B) White
KDM7A-DT	7q34	7.10	7.21	0.90	0.93	-0.10	0.358	0.705	(B) White
CTSB	8p23.1	14.36	14.46	0.86	0.87	-0.10	0.358	0.705	(B) White
SPDEF	6p21.31	7.07	7.37	2.70	2.58	-0.31	0.358	0.705	(B) White
GRTP1	13q34	8.56	8.69	1.16	0.79	-0.12	0.358	0.705	(B) White
SH3GLB1	1p22.3	11.25	11.30	0.42	0.40	-0.05	0.359	0.706	(B) White
DYNLL1	12q24.31	12.12	12.06	0.50	0.50	0.06	0.359	0.706	(A) Asian
ZUP1	6q22.1	7.70	7.64	0.47	0.50	0.05	0.359	0.706	(A) Asian
MAB21L2	4q31.3	2.77	2.52	2.27	1.95	0.25	0.359	0.706	(A) Asian
KLRC1	12p13.2	2.46	2.63	1.49	1.44	-0.17	0.359	0.706	(B) White
PTGS1	9q33.2	8.80	8.95	1.35	1.19	-0.15	0.359	0.706	(B) White
RIOK1	6p24.3	9.03	8.97	0.48	0.51	0.06	0.359	0.706	(A) Asian
ALDH1A1	9q21.13	11.23	11.49	2.29	2.18	-0.26	0.359	0.706	(B) White
MEGF8	19q13.2	9.81	9.90	0.77	0.81	-0.09	0.359	0.706	(B) White
TMEM171	5q13.2	6.59	6.77	1.51	1.76	-0.18	0.359	0.706	(B) White
WBP11P1	18q12.1	3.83	3.92	0.81	0.90	-0.10	0.359	0.706	(B) White
PPARA	22q13.31	9.71	9.79	0.69	0.69	-0.08	0.359	0.706	(B) White
TMEM39B	1p35.2	8.17	8.12	0.46	0.48	0.05	0.359	0.706	(A) Asian
DIXDC1	11q23.1	8.64	8.79	1.35	1.28	-0.15	0.359	0.706	(B) White
BCLAF3	Xp22.12	7.62	7.56	0.54	0.59	0.06	0.360	0.707	(A) Asian
LRRC25	19p13.11	6.84	6.96	1.09	1.11	-0.13	0.360	0.707	(B) White
HIST3H2BB	1q42.13	1.46	1.32	1.22	1.16	0.14	0.360	0.707	(A) Asian
CHST7	Xp11.3	5.65	5.77	1.05	0.88	-0.12	0.360	0.707	(B) White
LIMS2	2q14.3	8.47	8.67	1.75	1.53	-0.19	0.360	0.707	(B) White
GSAP	7q11.23	8.33	8.42	0.85	0.81	-0.10	0.360	0.707	(B) White
CST6	11q13.1	3.31	3.03	2.52	2.19	0.28	0.360	0.707	(A) Asian
TBC1D22B	6p21.2	8.42	8.47	0.38	0.39	-0.04	0.360	0.707	(B) White
LOC220729	3q29	7.20	7.13	0.57	0.60	0.07	0.360	0.707	(A) Asian
SNORD116-4	15q11.2	2.82	3.10	2.50	2.38	-0.28	0.360	0.707	(B) White
EEF1AKMT3	12q14.1	7.74	7.67	0.67	0.55	0.07	0.360	0.707	(A) Asian
TFB2M	1q44	8.81	8.74	0.58	0.59	0.07	0.360	0.707	(A) Asian
INPP5E	9q34.3	8.17	8.11	0.50	0.53	0.06	0.360	0.707	(A) Asian
LRTOMT	11q13.4	7.22	7.15	0.54	0.54	0.06	0.360	0.707	(A) Asian
LRRFIP1	2q37.3	11.66	11.71	0.48	0.45	-0.05	0.360	0.707	(B) White
PXDC1	6p25.2	8.79	8.90	1.03	0.91	-0.11	0.360	0.707	(B) White
AURKAP1	1q41	4.49	4.39	0.96	0.88	0.11	0.360	0.707	(A) Asian
ZSCAN26	6p22.1	7.56	7.63	0.68	0.64	-0.08	0.360	0.707	(B) White
HLA-DOB	6p21.32	5.71	5.92	1.98	1.68	-0.22	0.360	0.707	(B) White
MAPRE3	2p23.3	7.06	7.19	1.11	1.13	-0.13	0.360	0.707	(B) White
TMEM71	8q24.22	4.56	4.71	1.35	1.34	-0.15	0.361	0.707	(B) White
GLIPR1L1	12q21.2	0.45	0.38	0.66	0.52	0.07	0.361	0.707	(A) Asian
SSH3	11q13.2	9.74	9.83	0.75	0.76	-0.09	0.361	0.707	(B) White
PARP16	15q22.31	7.95	8.01	0.53	0.49	-0.06	0.361	0.707	(B) White
GTPBP6	Xp22.33 and Yp11.31	8.96	9.03	0.60	0.58	-0.07	0.361	0.707	(B) White
PI4KAP2	22q11.21	6.98	6.88	0.74	1.06	0.09	0.361	0.707	(A) Asian
ME1	6q14.2	8.62	8.77	1.31	1.22	-0.15	0.361	0.707	(B) White
KLF13	15q13.3	11.42	11.35	0.61	0.63	0.07	0.361	0.707	(A) Asian
MDH1	2p15	11.56	11.51	0.41	0.43	0.05	0.361	0.707	(A) Asian
NSUN4	1p33	9.01	8.97	0.36	0.37	0.04	0.361	0.707	(A) Asian
CHI3L1	1q32.1	8.39	8.60	1.81	2.01	-0.21	0.361	0.707	(B) White
SMIM24	19p13.3	9.00	9.32	2.92	2.39	-0.32	0.361	0.708	(B) White
TOP2A	17q21.2	12.03	11.89	1.20	1.28	0.14	0.361	0.708	(A) Asian
USP51	Xp11.21	3.57	3.74	1.48	1.35	-0.17	0.361	0.708	(B) White
TBXA2R	19p13.3	5.79	5.68	0.94	0.96	0.11	0.362	0.708	(A) Asian
ADM2	22q13.33	7.58	7.74	1.45	1.34	-0.16	0.362	0.708	(B) White
NCAPH2	22q13.33	9.51	9.45	0.51	0.57	0.06	0.362	0.708	(A) Asian
UBE2K	4p14	10.93	10.89	0.35	0.38	0.04	0.362	0.708	(A) Asian
GJA1	6q22.31	10.24	10.38	1.15	1.23	-0.13	0.362	0.708	(B) White
ING5	2q37.3	8.61	8.55	0.56	0.57	0.06	0.362	0.708	(A) Asian
KIF4A	Xq13.1	9.26	9.13	1.07	1.09	0.12	0.362	0.708	(A) Asian
SLC38A4	12q13.11	3.16	3.39	1.99	2.16	-0.23	0.362	0.708	(B) White
HIPK4	19q13.2	1.21	1.33	1.13	1.01	-0.13	0.362	0.708	(B) White
HADH	4q25	10.53	10.46	0.61	0.63	0.07	0.362	0.708	(A) Asian
COL4A6	Xq22.3	5.13	5.43	2.68	2.55	-0.30	0.362	0.708	(B) White
FCGR3B	1q23.3	5.08	5.32	2.05	2.25	-0.24	0.362	0.708	(B) White
TWSG1	18p11.22	10.13	10.23	0.84	0.72	-0.09	0.362	0.708	(B) White
ATP6V0E1	5q35.1	11.66	11.60	0.55	0.53	0.06	0.362	0.708	(A) Asian
NDUFB11	Xp11.3	10.67	10.59	0.71	0.64	0.08	0.362	0.708	(A) Asian
SNAI3	16q24.2	4.53	4.65	1.10	0.94	-0.12	0.362	0.708	(B) White
EIF4A3	17q25.3	10.87	10.92	0.46	0.48	-0.05	0.363	0.708	(B) White
CISD1	10q21.1	9.20	9.13	0.62	0.60	0.07	0.363	0.708	(A) Asian
DENND6A	3p14.3	9.39	9.34	0.43	0.48	0.05	0.363	0.708	(A) Asian
CDCP2	1p32.3	0.99	1.09	0.83	0.87	-0.10	0.363	0.708	(B) White
KCNJ12	17p11.2	4.48	4.70	2.09	1.74	-0.23	0.363	0.708	(B) White
PBX1	1q23.3	9.76	9.91	1.29	1.25	-0.15	0.363	0.708	(B) White
RAI2	Xp22.13	7.78	7.96	1.55	1.45	-0.17	0.363	0.708	(B) White
MBOAT1	6p22.3	9.40	9.29	1.06	0.95	0.12	0.363	0.708	(A) Asian
CYREN	7q33	9.04	9.09	0.42	0.44	-0.05	0.363	0.708	(B) White
COX7A2	6q14.1	11.42	11.35	0.64	0.61	0.07	0.363	0.709	(A) Asian
RFPL3S	22q12.3	2.26	2.37	1.03	1.10	-0.12	0.363	0.709	(B) White
MR1	1q25.3	7.04	7.14	0.91	0.88	-0.10	0.363	0.709	(B) White
YBX3P1	16p11.2	5.25	5.35	0.92	0.91	-0.10	0.363	0.709	(B) White
RFX3	9p24.2	5.74	5.85	1.00	0.99	-0.11	0.363	0.709	(B) White
TBC1D31	8q24.13	7.98	7.90	0.72	0.70	0.08	0.364	0.709	(A) Asian
SYPL2	1p13.3	4.23	4.42	1.75	1.59	-0.19	0.364	0.709	(B) White
TUBD1	17q23.1	7.59	7.52	0.56	0.51	0.06	0.364	0.709	(A) Asian
S100P	4p16.1	11.43	11.70	2.42	2.30	-0.27	0.364	0.709	(B) White
SRPRA	11q24.2	11.73	11.79	0.46	0.41	-0.05	0.364	0.709	(B) White
CELF4	18q12.2	2.90	2.68	1.93	1.93	0.22	0.364	0.709	(A) Asian
NFX1	9p13.3	9.89	9.93	0.40	0.44	-0.05	0.364	0.709	(B) White
AFG1L	6q21	5.79	5.86	0.59	0.64	-0.07	0.364	0.709	(B) White
SPIN4	Xq11.1	8.35	8.24	0.85	1.09	0.10	0.364	0.709	(A) Asian
CMAHP	6p22.3	6.59	6.75	1.47	1.24	-0.16	0.364	0.709	(B) White
MCF2L2	3q27.1	3.25	3.37	1.05	0.90	-0.11	0.364	0.709	(B) White
CMTR2	16q22.2	9.29	9.23	0.51	0.57	0.06	0.364	0.709	(A) Asian
ESYT2	7q36.3	11.38	11.45	0.58	0.58	-0.07	0.364	0.709	(B) White
GTF3C6	6q21	9.99	9.91	0.71	0.60	0.08	0.364	0.709	(A) Asian
KTN1-AS1	14q22.3	5.18	5.09	0.83	0.88	0.10	0.364	0.710	(A) Asian
ARHGAP24	4q21.23-q21.3	7.85	7.99	1.22	1.06	-0.13	0.364	0.710	(B) White
DHX57	2p22.1	8.88	8.83	0.40	0.45	0.05	0.365	0.710	(A) Asian
SCN9A	2q24.3	4.56	4.77	1.86	1.70	-0.21	0.365	0.710	(B) White
MPI	15q24.1	9.08	9.14	0.54	0.52	-0.06	0.365	0.710	(B) White
DFFA	1p36.22	9.24	9.19	0.40	0.52	0.05	0.365	0.710	(A) Asian
AP5B1	11q13.1	8.83	8.89	0.47	0.58	-0.06	0.365	0.710	(B) White
OBSCN	1q42.13	7.85	8.02	1.47	1.45	-0.17	0.365	0.710	(B) White
NEMP1	12q13.3	9.39	9.31	0.71	0.68	0.08	0.365	0.710	(A) Asian
CARD11	7p22.2	8.33	8.53	1.80	1.74	-0.20	0.365	0.710	(B) White
OXT	20p13	2.38	2.18	1.79	1.64	0.20	0.365	0.710	(A) Asian
MAFG-DT	17q25.3	5.91	5.79	0.98	1.00	0.11	0.365	0.710	(A) Asian
CACNG4	17q24.2	4.62	4.29	3.03	2.80	0.34	0.365	0.710	(A) Asian
CAMK2B	7p13	2.92	2.69	2.18	1.62	0.23	0.365	0.710	(A) Asian
CCDC86	11q12.2	9.41	9.34	0.63	0.63	0.07	0.365	0.710	(A) Asian
TDRP	8p23.3	5.62	5.78	1.36	1.28	-0.15	0.366	0.710	(B) White
KCND1	Xp11.23	6.14	6.27	1.18	1.03	-0.13	0.366	0.710	(B) White
CES2	16q22.1	11.28	11.43	1.33	1.41	-0.15	0.366	0.711	(B) White
EEF2K	16p12.2	10.07	10.01	0.55	0.53	0.06	0.366	0.711	(A) Asian
HOXB5	17q21.32	7.05	6.91	1.27	1.30	0.14	0.366	0.711	(A) Asian
MT1F	16q13	6.90	7.06	1.38	1.42	-0.16	0.366	0.711	(B) White
EHD4	15q15.1	10.04	10.10	0.54	0.51	-0.06	0.366	0.711	(B) White
DCUN1D2	13q34	8.14	8.07	0.64	0.60	0.07	0.366	0.711	(A) Asian
HBD	-	1.01	0.91	0.83	1.01	0.10	0.366	0.711	(A) Asian
RAB20	13q34	9.40	9.48	0.72	0.69	-0.08	0.366	0.711	(B) White
USP30	12q24.11	8.09	8.15	0.50	0.50	-0.06	0.366	0.711	(B) White
INTS4P1	7q11.21	4.48	4.64	1.50	1.23	-0.16	0.366	0.711	(B) White
EIF3H	8q23.3-q24.11	12.32	12.26	0.48	0.47	0.05	0.367	0.712	(A) Asian
PSRC1	1p13.3	7.40	7.29	0.99	0.95	0.11	0.367	0.712	(A) Asian
GMDS	6p25.3	10.43	10.56	1.17	1.15	-0.13	0.367	0.712	(B) White
TENM2	5q34	3.80	4.06	2.26	2.31	-0.26	0.367	0.712	(B) White
AMH	19p13.3	3.26	3.48	2.04	2.00	-0.23	0.367	0.712	(B) White
VNN1	6q23.2	8.24	8.50	2.24	2.42	-0.26	0.367	0.712	(B) White
MORC1	3q13.13	0.22	0.30	0.59	0.88	-0.08	0.367	0.712	(B) White
TSPAN6	Xq22.1	9.85	9.72	1.14	1.14	0.13	0.367	0.712	(A) Asian
UBQLNL	11p15.4	2.57	2.43	1.25	1.14	0.14	0.367	0.712	(A) Asian
ARHGEF18	19p13.2	10.36	10.42	0.57	0.53	-0.06	0.367	0.712	(B) White
RFX1	19p13.12	8.42	8.46	0.36	0.44	-0.04	0.367	0.712	(B) White
DBIL5P	17p13.3	3.24	3.33	0.79	0.83	-0.09	0.368	0.712	(B) White
CCDC81	11q14.2	3.31	3.19	1.11	1.05	0.12	0.368	0.712	(A) Asian
LINC00662	19q11	5.37	5.23	1.30	1.29	0.15	0.368	0.713	(A) Asian
MFAP2	1p36.13	8.38	8.58	1.86	1.47	-0.20	0.368	0.713	(B) White
RDM1	17q12	4.15	4.32	1.55	1.43	-0.17	0.368	0.713	(B) White
MTERF4	2q37.3	8.20	8.16	0.39	0.40	0.04	0.368	0.713	(A) Asian
C19ORF38	19p13.2	4.37	4.51	1.16	1.29	-0.13	0.368	0.713	(B) White
SMAD7	18q21.1	8.89	8.80	0.74	0.74	0.08	0.368	0.713	(A) Asian
IGFALS	16p13.3	3.58	3.86	2.37	2.53	-0.27	0.368	0.713	(B) White
GJB7	6q14.3-q15	2.07	2.30	2.02	2.20	-0.23	0.368	0.713	(B) White
E2F7	12q21.2	7.46	7.32	1.20	1.21	0.14	0.368	0.713	(A) Asian
DNAJA3	16p13.3	10.32	10.25	0.55	0.50	0.06	0.368	0.713	(A) Asian
PGBD3	10q11.23	6.34	6.28	0.54	0.44	0.06	0.368	0.713	(A) Asian
SSR1	6p24.3	12.06	12.10	0.40	0.45	-0.05	0.368	0.713	(B) White
RADX	Xq22.3	5.09	5.28	1.82	1.38	-0.19	0.369	0.713	(B) White
USP25	21q21.1	9.55	9.61	0.51	0.51	-0.06	0.369	0.713	(B) White
ITIH2	10p14	2.72	2.45	2.36	2.57	0.27	0.369	0.713	(A) Asian
EP400	12q24.33	10.62	10.67	0.44	0.51	-0.05	0.369	0.713	(B) White
UVSSA	4p16.3	7.74	7.82	0.66	0.70	-0.07	0.369	0.713	(B) White
SDCBP2	20p13	9.78	9.96	1.61	1.42	-0.18	0.369	0.713	(B) White
MLH1	3p22.2	8.78	8.91	1.19	0.93	-0.13	0.369	0.713	(B) White
LOC100133331	1p36.33	7.11	7.01	0.88	1.02	0.10	0.369	0.713	(A) Asian
SLC45A3	1q32.1	8.26	8.37	1.03	1.16	-0.12	0.369	0.713	(B) White
GPKOW	Xp11.23	8.96	8.91	0.44	0.45	0.05	0.369	0.713	(A) Asian
ZNF610	19q13.41	3.92	4.08	1.37	1.40	-0.15	0.369	0.713	(B) White
RTCB	22q12.3	10.80	10.85	0.45	0.37	-0.05	0.369	0.713	(B) White
PITHD1	1p36.11	9.83	9.78	0.43	0.48	0.05	0.369	0.713	(A) Asian
AGFG1	2q36.3	10.81	10.86	0.43	0.46	-0.05	0.369	0.713	(B) White
LANCL3	Xp21.1	2.94	3.10	1.35	1.51	-0.16	0.369	0.713	(B) White
PCDHB5	5q31.3	5.05	4.84	1.90	1.78	0.21	0.369	0.713	(A) Asian
LOC730101	6p12.2	7.34	7.45	0.96	1.06	-0.11	0.369	0.713	(B) White
ZZZ3	1p31.1	9.50	9.55	0.37	0.41	-0.04	0.369	0.713	(B) White
GOLGA8IP	15q11.2	1.05	1.14	0.76	0.85	-0.09	0.369	0.713	(B) White
S100A9	1q21.3	8.70	8.93	1.99	2.27	-0.23	0.369	0.713	(B) White
LSM10	1p34.3	8.88	8.83	0.49	0.49	0.05	0.370	0.713	(A) Asian
BLOC1S1	12q13.2	10.04	9.97	0.67	0.63	0.07	0.370	0.713	(A) Asian
DCAF1	3p21.2	9.68	9.74	0.47	0.45	-0.05	0.370	0.713	(B) White
EDA	Xq13.1	5.93	6.13	1.76	1.68	-0.20	0.370	0.713	(B) White
CDC25B	20p13	11.27	11.16	0.97	0.95	0.11	0.370	0.713	(A) Asian
GCNT1	9q21.13	9.73	9.91	1.59	1.32	-0.17	0.370	0.713	(B) White
LARP4B	10p15.3	10.70	10.76	0.58	0.49	-0.06	0.370	0.713	(B) White
ALG10B	12q12	7.44	7.57	1.22	1.17	-0.13	0.370	0.713	(B) White
IFI44L	1p31.1	8.94	8.74	1.78	1.84	0.20	0.370	0.713	(A) Asian
FFAR3	19q13.12	1.62	1.75	1.12	1.16	-0.13	0.370	0.713	(B) White
PIK3CA	3q26.32	8.82	8.89	0.59	0.59	-0.07	0.370	0.713	(B) White
PPP3CA	4q24	10.32	10.25	0.66	0.59	0.07	0.370	0.713	(A) Asian
RNF145	5q33.3	10.98	10.92	0.60	0.63	0.07	0.370	0.713	(A) Asian
FAM222A	12q24.11	6.60	6.75	1.31	1.46	-0.15	0.370	0.713	(B) White
PCBP3	21q22.3	4.52	4.74	2.01	1.80	-0.22	0.370	0.713	(B) White
AREL1	14q24.3	9.81	9.87	0.49	0.50	-0.06	0.370	0.713	(B) White
F11R	1q23.3	12.35	12.43	0.73	0.68	-0.08	0.370	0.713	(B) White
MANSC1	12p13.2	10.26	10.16	0.90	0.96	0.10	0.370	0.713	(A) Asian
GLMP	1q22	9.82	9.90	0.73	0.68	-0.08	0.370	0.713	(B) White
CEP192	18p11.21	9.30	9.37	0.68	0.66	-0.08	0.370	0.713	(B) White
SLC35E2B	1p36.33	10.88	10.82	0.60	0.59	0.07	0.370	0.713	(A) Asian
LRRFIP2	3p22.2	9.75	9.70	0.38	0.53	0.05	0.370	0.713	(A) Asian
EFHD1	2q37.1	6.60	6.75	1.40	1.27	-0.15	0.370	0.713	(B) White
GARNL3	9q33.3	5.14	5.29	1.34	1.18	-0.15	0.370	0.713	(B) White
HAS1	19q13.41	2.62	2.85	2.10	1.90	-0.23	0.371	0.713	(B) White
ARSG	17q24.2	5.33	5.45	1.07	1.03	-0.12	0.371	0.714	(B) White
TTLL7	1p31.1	5.36	5.61	2.30	2.07	-0.25	0.371	0.714	(B) White
KIAA1217	10p12.2-p12.1	11.07	11.15	0.67	0.73	-0.08	0.371	0.714	(B) White
PRDX6	1q25.1	11.86	11.81	0.52	0.47	0.06	0.371	0.714	(A) Asian
PRDM15	21q22.3	7.57	7.62	0.55	0.48	-0.06	0.371	0.714	(B) White
TMEM246	9q31.1	8.69	8.82	1.18	1.14	-0.13	0.371	0.714	(B) White
ZBTB5	9p13.2	8.63	8.70	0.55	0.58	-0.06	0.371	0.714	(B) White
NRG2	5q31.2	2.11	2.30	1.74	1.72	-0.19	0.371	0.714	(B) White
GNE	9p13.3	9.43	9.56	1.11	1.40	-0.13	0.371	0.714	(B) White
IKBKB	8p11.21	9.65	9.71	0.50	0.48	-0.06	0.371	0.714	(B) White
CMBL	5p15.2	9.76	9.52	2.05	2.18	0.23	0.371	0.714	(A) Asian
MRPL20-AS1	1p36.33	8.28	8.33	0.46	0.51	-0.05	0.371	0.714	(B) White
USP37	2q35	9.44	9.37	0.56	0.58	0.06	0.371	0.714	(A) Asian
TTLL1	22q13.2	6.43	6.51	0.72	0.70	-0.08	0.372	0.714	(B) White
OPRL1	20q13.33	4.45	4.62	1.61	1.05	-0.17	0.372	0.714	(B) White
ASAP2	2p25.1|2p24	10.66	10.73	0.69	0.63	-0.08	0.372	0.714	(B) White
EFCAB5	17q11.2	2.68	2.53	1.32	1.31	0.15	0.372	0.714	(A) Asian
SLC24A5	15q21.1	1.97	1.79	1.62	1.38	0.17	0.372	0.714	(A) Asian
ZDHHC6	10q25.2	9.70	9.66	0.35	0.45	0.04	0.372	0.714	(A) Asian
FASN	17q25.3	11.99	12.08	0.79	0.84	-0.09	0.372	0.714	(B) White
SNX12	Xq13.1	7.67	7.59	0.65	0.67	0.07	0.372	0.714	(A) Asian
TCF7L1	2p11.2	7.35	7.49	1.29	1.18	-0.14	0.372	0.714	(B) White
XKR5	8p23.1	1.29	1.41	0.99	1.11	-0.11	0.372	0.714	(B) White
ELOVL3	10q24.32	2.96	2.79	1.59	1.49	0.17	0.372	0.714	(A) Asian
ABCA10	17q24.3	4.37	4.57	1.86	1.65	-0.20	0.372	0.714	(B) White
FAM131B	7q34	4.91	5.11	1.81	1.90	-0.20	0.372	0.714	(B) White
EPHB3	3q27.1	9.22	9.39	1.47	1.55	-0.17	0.372	0.714	(B) White
SGF29	16p11.2	7.93	7.87	0.55	0.62	0.06	0.372	0.714	(A) Asian
FAM117B	2q33.2	9.23	9.15	0.73	0.64	0.08	0.372	0.714	(A) Asian
NRSN2	20p13	8.23	8.38	1.40	1.13	-0.15	0.372	0.714	(B) White
SIAH3	13q14.13	1.22	1.36	1.30	1.21	-0.14	0.372	0.714	(B) White
ZNF16	8q24.3	7.95	7.90	0.46	0.46	0.05	0.372	0.714	(A) Asian
GLI3	7p14.1	6.86	7.03	1.64	1.44	-0.18	0.372	0.714	(B) White
P2RY12	3q25.1	2.49	2.68	1.70	1.60	-0.19	0.372	0.714	(B) White
CRLF2	Xp22.33 and Yp11.2	1.37	1.23	1.30	1.20	0.14	0.373	0.714	(A) Asian
H1FX-AS1	3q21.3	4.23	4.12	1.02	0.82	0.11	0.373	0.714	(A) Asian
KLHL13	Xq24	6.01	6.23	2.02	1.97	-0.22	0.373	0.715	(B) White
PPP1CA	11q13.2	11.62	11.56	0.55	0.58	0.06	0.373	0.715	(A) Asian
NDUFA6	22q13.2	10.46	10.39	0.64	0.57	0.07	0.373	0.715	(A) Asian
CARNS1	11q13.2	4.94	4.77	1.50	1.60	0.17	0.373	0.715	(A) Asian
FABP3	1p35.2	6.76	6.96	1.92	1.45	-0.20	0.373	0.715	(B) White
DPH3	3p25.1	9.38	9.42	0.38	0.43	-0.04	0.373	0.715	(B) White
LRRC58	3q13.33	10.48	10.43	0.47	0.51	0.05	0.373	0.715	(A) Asian
PPT2	6p21.32	8.51	8.57	0.45	0.58	-0.05	0.373	0.715	(B) White
FRMD8	11q13.1	10.18	10.12	0.51	0.57	0.06	0.373	0.715	(A) Asian
PLSCR3	17p13.1	8.69	8.77	0.70	0.56	-0.07	0.373	0.715	(B) White
SLC2A4	17p13.1	5.44	5.68	2.22	2.09	-0.24	0.373	0.715	(B) White
KCNC4	1p13.3	7.44	7.52	0.78	0.84	-0.09	0.373	0.715	(B) White
LINS1	15q26.3	7.93	7.99	0.47	0.57	-0.06	0.373	0.715	(B) White
NANP	20p11.21	7.78	7.71	0.59	0.62	0.07	0.373	0.715	(A) Asian
RNF126	19p13.3	9.46	9.40	0.56	0.53	0.06	0.373	0.715	(A) Asian
S1PR1	1p21.2	8.81	8.94	1.22	1.12	-0.13	0.373	0.715	(B) White
