Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SBK2	19q13.42	0.06	0.03	0.21	0.17	0.03	0.380	0.869	(A) Asian
CTPS1	1p34.2	7.97	8.04	0.53	0.57	-0.07	0.380	0.869	(B) White
AQP10	1q21.3	0.14	0.18	0.30	0.34	-0.04	0.380	0.869	(B) White
SERF1A	5q13.2	9.05	9.12	0.47	0.47	-0.06	0.380	0.869	(B) White
TMEM50A	1p36.11	11.31	11.34	0.24	0.25	-0.03	0.380	0.869	(B) White
RAPGEF1	9q34.13	10.72	10.76	0.32	0.38	-0.04	0.380	0.869	(B) White
COA5	2q11.2	9.55	9.51	0.32	0.34	0.04	0.380	0.869	(A) Asian
IKZF5	10q26.13	8.89	8.85	0.30	0.34	0.04	0.380	0.869	(A) Asian
MRPS30	5p12	8.44	8.47	0.26	0.27	-0.04	0.380	0.869	(B) White
ZRANB3	2q21.3	5.79	5.89	0.75	0.65	-0.10	0.380	0.869	(B) White
ANO9	11p15.5	6.79	6.89	0.76	0.92	-0.11	0.380	0.869	(B) White
KAT7	17q21.33	10.44	10.47	0.26	0.38	-0.04	0.380	0.869	(B) White
TSHZ2	20q13.2	4.55	4.74	1.36	1.35	-0.18	0.380	0.869	(B) White
P2RY11	19p13.2	6.55	6.36	1.43	1.53	0.19	0.380	0.869	(A) Asian
XPO5	6p21.1	9.93	9.97	0.31	0.29	-0.04	0.380	0.869	(B) White
LTB4R2	14q12	5.15	5.02	0.96	0.81	0.13	0.380	0.869	(A) Asian
SSBP1	7q34	10.02	10.06	0.32	0.37	-0.04	0.380	0.869	(B) White
ZC3H7A	16p13.13	10.00	9.96	0.29	0.37	0.04	0.380	0.869	(A) Asian
HR	8p21.3	6.51	6.69	1.33	1.29	-0.18	0.380	0.869	(B) White
RAB11B	19p13.2	12.27	12.22	0.35	0.36	0.05	0.380	0.869	(A) Asian
CREB1	2q33.3	9.86	9.90	0.31	0.34	-0.04	0.381	0.870	(B) White
ASTN1	1q25.2	2.69	2.49	1.48	1.65	0.20	0.381	0.870	(A) Asian
TUBG2	17q21.2	8.93	8.86	0.50	0.52	0.07	0.381	0.870	(A) Asian
CYP2J2	1p32.1	3.48	3.35	0.99	1.06	0.13	0.381	0.870	(A) Asian
LRRC43	12q24.31	4.75	4.64	0.78	0.86	0.11	0.381	0.870	(A) Asian
TXNDC12	1p32.3	10.33	10.36	0.24	0.27	-0.03	0.381	0.870	(B) White
AGPS	2q31.2	9.43	9.47	0.30	0.35	-0.04	0.381	0.870	(B) White
ZNF230	19q13.31	7.03	6.99	0.30	0.36	0.04	0.381	0.870	(A) Asian
GABARAPL1	12p13.2	10.77	10.82	0.35	0.35	-0.05	0.381	0.870	(B) White
OR6W1P	7q34	0.12	0.08	0.35	0.24	0.04	0.381	0.870	(A) Asian
CPSF6	12q15	10.54	10.50	0.24	0.28	0.03	0.382	0.871	(A) Asian
AFP	4q13.3	0.13	0.09	0.30	0.29	0.04	0.382	0.871	(A) Asian
GRK7	3q23	0.38	0.32	0.46	0.37	0.06	0.382	0.871	(A) Asian
SH3D19	4q31.3	10.41	10.47	0.45	0.45	-0.06	0.382	0.871	(B) White
MAN2B2	4p16.1	11.10	11.14	0.30	0.37	-0.04	0.382	0.871	(B) White
HIGD1B	17q21.31	5.48	5.31	1.31	1.26	0.17	0.382	0.871	(A) Asian
UIMC1	5q35.2	8.77	8.74	0.19	0.28	0.03	0.382	0.871	(A) Asian
COG1	17q25.1	9.70	9.73	0.21	0.22	-0.03	0.382	0.871	(B) White
TMEM191A	22q11.21	4.49	4.60	0.90	0.86	-0.12	0.382	0.871	(B) White
TUBGCP3	13q34	8.95	8.90	0.37	0.34	0.05	0.382	0.871	(A) Asian
KRT18	12q13.13	13.50	13.57	0.56	0.60	-0.08	0.382	0.871	(B) White
OTOF	2p23.3	1.26	1.39	1.03	0.96	-0.14	0.382	0.871	(B) White
GNGT1	7q21.3	0.04	0.07	0.21	0.46	-0.03	0.382	0.871	(B) White
NRXN1	2p16.3	1.02	0.85	1.21	1.19	0.16	0.382	0.871	(A) Asian
C15ORF40	15q25.2	8.12	8.08	0.32	0.37	0.04	0.382	0.871	(A) Asian
APPL2	12q23.3	9.11	9.16	0.34	0.39	-0.05	0.382	0.871	(B) White
ATP6V1G1	9q32	11.40	11.44	0.34	0.31	-0.04	0.382	0.871	(B) White
PITX3	10q24.32	2.28	2.11	1.30	1.36	0.17	0.382	0.871	(A) Asian
VN1R1	19q13.43	3.72	3.81	0.70	0.73	-0.09	0.383	0.871	(B) White
CLEC4D	12p13.31	1.09	1.20	0.83	0.94	-0.11	0.383	0.871	(B) White
FDFT1	8p23.1	10.41	10.45	0.24	0.36	-0.03	0.383	0.871	(B) White
KCNJ14	19q13.33	4.57	4.64	0.50	0.63	-0.07	0.383	0.871	(B) White
EME2	16p13.3	3.66	3.52	1.06	1.11	0.14	0.383	0.871	(A) Asian
BAK1	6p21.31	7.82	7.87	0.36	0.39	-0.05	0.383	0.871	(B) White
THRAP3	1p34.3	11.81	11.84	0.26	0.25	-0.03	0.383	0.871	(B) White
RPL41	12q13.2	13.95	14.01	0.48	0.48	-0.06	0.383	0.871	(B) White
ST13	22q13.2	12.38	12.43	0.38	0.37	-0.05	0.383	0.871	(B) White
ANGPTL1	1q25.2	8.22	8.06	1.19	1.36	0.16	0.383	0.871	(A) Asian
COQ8A	1q42.13	9.48	9.43	0.40	0.43	0.05	0.383	0.871	(A) Asian
GSPT1	16p13.13	11.20	11.25	0.33	0.29	-0.04	0.383	0.871	(B) White
CLLU1	12q22	0.80	0.89	0.72	0.79	-0.10	0.383	0.871	(B) White
ELOVL7	5q12.1	9.54	9.68	1.12	0.94	-0.15	0.383	0.871	(B) White
SLC22A24	11q12.3	0.11	0.07	0.34	0.29	0.04	0.383	0.872	(A) Asian
SCAF4	21q22.11	9.38	9.36	0.19	0.26	0.03	0.383	0.872	(A) Asian
KPNA7	7q22.1	0.12	0.16	0.28	0.36	-0.04	0.383	0.872	(B) White
BRD3	9q34.2	9.78	9.85	0.49	0.43	-0.06	0.383	0.872	(B) White
CYP4A11	1p33	0.92	0.81	0.84	0.86	0.11	0.384	0.872	(A) Asian
WDR53	3q29	7.02	6.98	0.27	0.27	0.04	0.384	0.872	(A) Asian
CD200	3q13.2	9.53	9.43	0.72	0.68	0.09	0.384	0.872	(A) Asian
BIN1	2q14.3	9.62	9.69	0.56	0.51	-0.07	0.384	0.872	(B) White
SAT2	17p13.1	10.07	10.14	0.54	0.62	-0.07	0.384	0.872	(B) White
VNN3	6q23.2	0.53	0.61	0.59	0.64	-0.08	0.384	0.872	(B) White
TRMT61A	14q32.33	9.22	9.17	0.43	0.47	0.06	0.384	0.872	(A) Asian
TMEM200A	6q23.1	6.34	6.56	1.55	1.91	-0.21	0.384	0.872	(B) White
CNOT2	12q15	10.25	10.22	0.18	0.19	0.02	0.384	0.872	(A) Asian
DHX40	17q23.1	10.33	10.30	0.28	0.36	0.04	0.384	0.872	(A) Asian
APOD	3q29	7.99	7.73	1.95	1.85	0.26	0.384	0.872	(A) Asian
LINC00635	3q13.12	0.15	0.19	0.29	0.38	-0.04	0.384	0.872	(B) White
GSTZ1	14q24.3	8.90	8.96	0.44	0.53	-0.06	0.384	0.872	(B) White
KRTAP12-2	21q22.3	0.04	0.02	0.15	0.09	0.02	0.384	0.872	(A) Asian
RPRD1A	18q12.2	10.65	10.70	0.39	0.39	-0.05	0.384	0.872	(B) White
C17ORF67	17q22	3.98	3.89	0.69	0.57	0.09	0.384	0.872	(A) Asian
PRSS35	6q14.2	3.15	2.96	1.45	1.32	0.19	0.384	0.872	(A) Asian
TAF11	6p21.31	8.94	8.90	0.29	0.33	0.04	0.384	0.872	(A) Asian
FAM120B	6q27	9.29	9.33	0.35	0.32	-0.05	0.384	0.872	(B) White
EVX1	7p15.2	0.45	0.38	0.53	0.49	0.07	0.384	0.872	(A) Asian
FBXO48	2p13.3	4.35	4.43	0.57	0.47	-0.07	0.385	0.872	(B) White
GGTLC2	22q11.22	6.77	6.65	0.90	0.92	0.12	0.385	0.872	(A) Asian
PGAP3	17q12	11.14	11.09	0.39	0.41	0.05	0.385	0.872	(A) Asian
CSF2RB	22q12.3	7.25	7.40	1.17	1.36	-0.16	0.385	0.872	(B) White
ARHGEF39	9p13.3	4.67	4.58	0.64	0.72	0.09	0.385	0.872	(A) Asian
ZFP62	5q35.3	9.11	9.07	0.33	0.38	0.04	0.385	0.872	(A) Asian
SNAP23	15q15.1-q15.2	10.37	10.41	0.35	0.32	-0.05	0.385	0.872	(B) White
POU4F2	4q31.22	0.09	0.05	0.35	0.18	0.04	0.385	0.872	(A) Asian
CYCS	7p15.3	10.55	10.62	0.49	0.50	-0.07	0.385	0.872	(B) White
SON	21q22.11	12.23	12.29	0.46	0.43	-0.06	0.385	0.872	(B) White
RGS7BP	5q12.3	1.71	1.86	1.05	1.23	-0.14	0.385	0.872	(B) White
LAMA5	20q13.33	12.37	12.31	0.49	0.51	0.07	0.385	0.872	(A) Asian
GTF3C2	2p23.3	10.45	10.49	0.27	0.24	-0.04	0.385	0.872	(B) White
NDUFAF2	5q12.1	7.08	7.15	0.54	0.55	-0.07	0.385	0.872	(B) White
NPAS4	11q13.2	0.58	0.50	0.56	0.66	0.08	0.385	0.872	(A) Asian
TESK2	1p34.1	7.42	7.35	0.52	0.51	0.07	0.385	0.872	(A) Asian
RPL26L1	5q35.1	7.86	7.90	0.33	0.45	-0.05	0.385	0.872	(B) White
RAB3GAP1	2q21.3	10.54	10.48	0.41	0.43	0.05	0.385	0.872	(A) Asian
ZNF219	14q11.2	10.17	10.09	0.57	0.66	0.08	0.385	0.872	(A) Asian
CHD5	1p36.31	3.26	3.12	1.09	1.28	0.15	0.386	0.872	(A) Asian
CHODL	21q21.1	3.46	3.34	0.89	1.04	0.12	0.386	0.872	(A) Asian
CD55	1q32.2	11.93	12.11	1.36	1.57	-0.18	0.386	0.872	(B) White
RUNDC3B	7q21.12	4.96	4.86	0.71	0.77	0.09	0.386	0.872	(A) Asian
GLIPR1	12q21.2	8.03	8.13	0.78	0.95	-0.11	0.386	0.872	(B) White
BPGM	7q33	8.85	8.90	0.41	0.52	-0.06	0.386	0.872	(B) White
ARSE	Xp22.33	3.12	2.93	1.39	1.38	0.18	0.386	0.872	(A) Asian
ERO1B	1q42.3	8.66	8.75	0.66	0.81	-0.09	0.386	0.872	(B) White
SIM1	6q16.3	0.03	0.05	0.13	0.20	-0.02	0.386	0.872	(B) White
ITPA	20p13	10.06	10.00	0.44	0.45	0.06	0.386	0.872	(A) Asian
SIK2	11q23.1	9.20	9.26	0.41	0.48	-0.06	0.386	0.872	(B) White
PCDHB16	5q31.3	5.60	5.75	1.09	1.20	-0.15	0.386	0.872	(B) White
PDE9A	21q22.3	9.34	9.26	0.62	0.82	0.09	0.386	0.872	(A) Asian
OR56A4	11p15.4	0.03	0.00	0.19	0.04	0.02	0.386	0.872	(A) Asian
SPATS2L	2q33.1	11.61	11.55	0.41	0.58	0.06	0.386	0.872	(A) Asian
HACD2	3q21.1	5.87	6.12	1.87	1.51	-0.24	0.386	0.872	(B) White
FOXC2	16q24.1	3.65	3.51	0.99	1.09	0.13	0.386	0.872	(A) Asian
ZNF626	19p12	8.85	8.80	0.35	0.41	0.05	0.386	0.872	(A) Asian
MINDY1	1q21.3	9.80	9.74	0.45	0.54	0.06	0.386	0.872	(A) Asian
NUDT7	16q23.1	6.60	6.68	0.59	0.57	-0.08	0.386	0.872	(B) White
ISYNA1	19p13.11	10.40	10.30	0.78	0.77	0.10	0.386	0.872	(A) Asian
OSTC	4q25	10.28	10.31	0.25	0.34	-0.04	0.386	0.872	(B) White
DYRK1B	19q13.2	9.50	9.44	0.44	0.39	0.06	0.387	0.872	(A) Asian
AAAS	12q13.13	9.45	9.41	0.29	0.33	0.04	0.387	0.872	(A) Asian
PDZD8	10q25.3-q26.11	8.06	8.20	1.00	0.98	-0.13	0.387	0.872	(B) White
ELN	7q11.23	8.93	8.77	1.22	1.27	0.16	0.387	0.872	(A) Asian
NR1H4	12q23.1	0.25	0.32	0.45	0.72	-0.07	0.387	0.873	(B) White
MS4A1	11q12.2	4.93	4.59	2.45	2.83	0.33	0.387	0.873	(A) Asian
SHLD2P3	10q11.22	5.42	5.48	0.39	0.40	-0.05	0.387	0.873	(B) White
COPG1	3q21.3	12.11	12.13	0.17	0.25	-0.02	0.387	0.873	(B) White
RTL8C	Xq26.3	10.63	10.56	0.56	0.60	0.07	0.387	0.873	(A) Asian
NR1H3	11p11.2	8.18	8.25	0.47	0.61	-0.07	0.387	0.873	(B) White
IQCC	1p35.2	7.43	7.38	0.34	0.49	0.05	0.387	0.873	(A) Asian
HERC5	4q22.1	7.94	7.85	0.68	0.77	0.09	0.387	0.873	(A) Asian
YBX2	17p13.1	4.48	4.30	1.33	1.46	0.18	0.387	0.873	(A) Asian
LOC100133331	1p36.33	6.86	6.77	0.71	0.70	0.09	0.387	0.873	(A) Asian
CLVS1	8q12.2-q12.3	2.94	2.75	1.38	1.43	0.18	0.387	0.873	(A) Asian
FCGR2C	1q23.3	5.23	5.09	1.06	1.35	0.15	0.387	0.873	(A) Asian
JAKMIP3	10q26.3	2.96	2.83	0.96	1.10	0.13	0.387	0.873	(A) Asian
IL22	12q15	0.02	0.03	0.09	0.15	-0.01	0.387	0.873	(B) White
ABCA1	9q31.1	9.94	10.03	0.66	0.76	-0.09	0.387	0.873	(B) White
ITGB1BP1	2p25.1	9.92	9.88	0.29	0.40	0.04	0.387	0.873	(A) Asian
C2ORF80	2q33.3	0.04	0.06	0.13	0.31	-0.02	0.388	0.873	(B) White
CLCNKB	1p36.13	6.57	6.35	1.66	1.57	0.22	0.388	0.873	(A) Asian
LY6G6E	6p21.33	1.46	1.35	0.85	0.90	0.11	0.388	0.873	(A) Asian
NELFCD	20q13.32	10.38	10.34	0.26	0.35	0.04	0.388	0.873	(A) Asian
GLUD1	10q23.2	11.63	11.58	0.38	0.38	0.05	0.388	0.873	(A) Asian
CUX2	12q24.11-q24.12	3.22	2.85	2.79	2.86	0.37	0.388	0.873	(A) Asian
RNF26	11q23.3	9.73	9.70	0.22	0.25	0.03	0.388	0.873	(A) Asian
CHRNA7	15q13.3	2.95	3.13	1.28	1.52	-0.17	0.388	0.873	(B) White
COPS9	2q37.3	9.23	9.31	0.57	0.67	-0.08	0.388	0.873	(B) White
RNF168	3q29	6.27	6.42	1.14	0.96	-0.15	0.388	0.873	(B) White
GTF2IRD2	7q11.23	8.84	8.79	0.37	0.42	0.05	0.388	0.873	(A) Asian
SUPT3H	6p21.1	7.61	7.57	0.24	0.34	0.03	0.388	0.873	(A) Asian
FOXL2	3q22.3	0.67	0.78	0.85	0.83	-0.11	0.388	0.873	(B) White
ATP6V1E1	22q11.21	11.22	11.28	0.39	0.42	-0.05	0.388	0.873	(B) White
CCDC184	12q13.11	4.39	4.25	1.10	1.13	0.15	0.388	0.873	(A) Asian
ROPN1B	3q21.2	2.08	1.94	1.08	1.23	0.14	0.388	0.873	(A) Asian
PRRC1	5q23.2	10.54	10.58	0.30	0.37	-0.04	0.389	0.874	(B) White
USP13	3q26.33	10.02	9.95	0.51	0.52	0.07	0.389	0.874	(A) Asian
PLA2G4E	15q15.1	0.07	0.05	0.21	0.23	0.03	0.389	0.874	(A) Asian
HLA-C	6p21.33	14.34	14.22	0.93	0.97	0.12	0.389	0.874	(A) Asian
SLC12A1	15q21.1	0.47	0.59	0.93	0.77	-0.12	0.389	0.874	(B) White
FOCAD	9p21.3	10.33	10.28	0.35	0.42	0.05	0.389	0.874	(A) Asian
SPACA4	19q13.33	0.30	0.36	0.41	0.51	-0.06	0.389	0.874	(B) White
NDUFAB1	16p12.2	9.73	9.78	0.43	0.45	-0.06	0.389	0.874	(B) White
SEPTIN14	7p11.2	0.05	0.08	0.20	0.24	-0.03	0.389	0.874	(B) White
NQO1	16q22.1	10.76	10.63	0.98	1.22	0.13	0.389	0.874	(A) Asian
NPSR1	7p14.3	0.03	0.04	0.11	0.15	-0.01	0.389	0.874	(B) White
HTRA2	2p13.1	9.25	9.21	0.26	0.29	0.04	0.389	0.874	(A) Asian
TNFRSF10B	8p21.3	10.69	10.63	0.42	0.51	0.06	0.389	0.874	(A) Asian
GATAD2A	19p13.11	10.87	10.83	0.26	0.28	0.03	0.389	0.874	(A) Asian
KDM2A	11q13.2	11.49	11.46	0.23	0.29	0.03	0.389	0.874	(A) Asian
TTC27	2p22.3	8.59	8.55	0.31	0.27	0.04	0.389	0.874	(A) Asian
FANCF	11p14.3	8.40	8.35	0.36	0.37	0.05	0.390	0.874	(A) Asian
ANKIB1	7q21.2	9.80	9.87	0.49	0.49	-0.06	0.390	0.874	(B) White
CAMSAP2	1q32.1	10.27	10.32	0.34	0.37	-0.05	0.390	0.874	(B) White
POLK	5q13.3	9.22	9.30	0.62	0.52	-0.08	0.390	0.874	(B) White
TTTY6B	Yq11.223	0.01	0.00	0.08	0.02	0.01	0.390	0.874	(A) Asian
SPATA33	16q24.3	7.09	7.14	0.38	0.48	-0.05	0.390	0.874	(B) White
KBTBD6	13q14.11	8.36	8.41	0.34	0.42	-0.05	0.390	0.874	(B) White
CXORF51A	Xq27.3	0.01	0.00	0.06	0.02	0.01	0.390	0.874	(A) Asian
FCHO2	5q13.2	10.36	10.44	0.56	0.54	-0.07	0.390	0.874	(B) White
GBE1	3p12.2	8.85	8.90	0.33	0.37	-0.04	0.390	0.874	(B) White
LIPJ	10q23.31	0.61	0.53	0.63	0.67	0.08	0.390	0.874	(A) Asian
CDIPT	16p11.2	11.18	11.14	0.30	0.29	0.04	0.390	0.874	(A) Asian
PPTC7	12q24.11	7.94	8.12	1.39	1.08	-0.18	0.390	0.874	(B) White
ISG20	15q26.1	8.62	8.52	0.76	0.86	0.10	0.390	0.874	(A) Asian
ADAM5	8p11.22	0.01	0.00	0.07	0.02	0.01	0.390	0.874	(A) Asian
OAS2	12q24.13	8.92	8.81	0.83	0.99	0.11	0.390	0.874	(A) Asian
SERPINA5	14q32.13	2.32	2.09	1.78	1.91	0.24	0.390	0.874	(A) Asian
LOC283922	16q23.1	5.80	5.90	0.82	0.79	-0.11	0.390	0.874	(B) White
OSR1	2p24.1	3.74	3.52	1.68	1.64	0.22	0.390	0.874	(A) Asian
GK3P	4q32.3	3.34	3.44	0.76	0.72	-0.10	0.390	0.874	(B) White
AMPD2	1p13.3	9.42	9.46	0.26	0.34	-0.04	0.390	0.874	(B) White
DAD1	14q11.2	11.51	11.46	0.38	0.36	0.05	0.390	0.874	(A) Asian
ARIH1	15q24.1	10.36	10.40	0.33	0.31	-0.04	0.390	0.874	(B) White
GPBP1L1	1p34.1	11.60	11.57	0.25	0.24	0.03	0.390	0.874	(A) Asian
DENND5B	12p11.21	7.67	7.77	0.75	0.80	-0.10	0.390	0.874	(B) White
LINC01002	19p13.3	5.55	5.74	1.44	1.63	-0.19	0.390	0.874	(B) White
UGCG	9q31.3	6.38	6.55	1.34	1.24	-0.17	0.391	0.874	(B) White
PSMB8	6p21.32	10.83	10.74	0.67	0.77	0.09	0.391	0.874	(A) Asian
CEACAM6	19q13.2	6.48	6.10	2.80	3.19	0.38	0.391	0.874	(A) Asian
GUSBP2	6p22.2	4.41	4.50	0.74	0.77	-0.10	0.391	0.874	(B) White
ZNF583	19q13.43	6.46	6.40	0.43	0.45	0.06	0.391	0.874	(A) Asian
ARL9	4q12	2.65	2.81	1.22	1.09	-0.16	0.391	0.874	(B) White
CCDC39	3q26.33	3.98	3.84	1.04	1.06	0.14	0.391	0.874	(A) Asian
HNRNPD	4q21.22	11.78	11.75	0.22	0.22	0.03	0.391	0.874	(A) Asian
RASGEF1A	10q11.21	6.35	6.17	1.32	1.44	0.18	0.391	0.874	(A) Asian
ADAM21	14q24.2	1.81	1.91	0.76	0.69	-0.10	0.391	0.874	(B) White
EPHA6	3q11.2	2.73	2.57	1.17	1.06	0.15	0.391	0.874	(A) Asian
YTHDF2	1p35.3	10.61	10.63	0.14	0.17	-0.02	0.391	0.874	(B) White
DENND3	8q24.3	9.08	9.13	0.34	0.46	-0.05	0.391	0.874	(B) White
CDT1	16q24.3	7.58	7.47	0.83	0.95	0.11	0.391	0.874	(A) Asian
ETV4	17q21.31	9.84	9.68	1.19	1.33	0.16	0.391	0.874	(A) Asian
FAM189A1	15q13.1	4.97	5.24	2.04	2.16	-0.27	0.391	0.874	(B) White
FAM47A	Xp21.1	0.03	0.04	0.11	0.15	-0.02	0.391	0.874	(B) White
OMP	11q13.5	0.26	0.21	0.38	0.35	0.05	0.391	0.874	(A) Asian
ACSL5	10q25.2	9.20	9.05	1.09	1.10	0.14	0.391	0.874	(A) Asian
PGAP2	11p15.4	9.10	9.14	0.30	0.37	-0.04	0.392	0.874	(B) White
PCDHGB7	5q31.3	7.84	8.04	1.57	1.33	-0.20	0.392	0.874	(B) White
NDUFB2-AS1	7q34	5.08	5.15	0.48	0.45	-0.06	0.392	0.874	(B) White
NOB1	16q22.1	10.35	10.31	0.29	0.31	0.04	0.392	0.874	(A) Asian
TMPRSS11B	4q13.2	0.02	0.04	0.15	0.23	-0.02	0.392	0.874	(B) White
XKRY2	Yq11.222	0.01	0.02	0.06	0.12	-0.01	0.392	0.874	(B) White
XRCC5	2q35	12.69	12.72	0.24	0.27	-0.03	0.392	0.874	(B) White
VSTM1	19q13.42	0.65	0.55	0.76	0.77	0.10	0.392	0.874	(A) Asian
OSBPL1A	18q11.2	8.98	9.07	0.65	0.57	-0.08	0.392	0.874	(B) White
AHCYL2	7q32.1	10.49	10.42	0.58	0.62	0.08	0.392	0.874	(A) Asian
ZFPL1	11q13.1	9.50	9.45	0.39	0.38	0.05	0.392	0.874	(A) Asian
ZNF788P	19p13.2	6.33	6.40	0.50	0.45	-0.07	0.392	0.874	(B) White
FBRSL1	12q24.33	9.16	9.21	0.37	0.40	-0.05	0.392	0.874	(B) White
SNAPC5	15q22.31	6.79	6.85	0.43	0.42	-0.06	0.392	0.874	(B) White
GSTM2P1	6q21	0.89	0.97	0.61	0.72	-0.08	0.392	0.874	(B) White
TRIL	7p14.3	8.68	8.60	0.55	0.67	0.07	0.392	0.874	(A) Asian
BATF3	1q32.3	4.87	4.75	0.90	1.25	0.13	0.393	0.874	(A) Asian
B3GAT2	6q13	2.69	2.81	0.88	0.78	-0.11	0.393	0.874	(B) White
NPPC	2q37.1	0.84	0.97	1.00	1.29	-0.14	0.393	0.874	(B) White
ZNF195	11p15.4	8.33	8.29	0.36	0.38	0.05	0.393	0.874	(A) Asian
LCE1E	1q21.3	0.19	0.14	0.33	0.32	0.04	0.393	0.874	(A) Asian
MALT1	18q21.32	8.98	9.03	0.39	0.39	-0.05	0.393	0.874	(B) White
SAA3P	11p15.1	0.03	0.01	0.10	0.11	0.01	0.393	0.874	(A) Asian
MYCL	1p34.2	6.65	6.79	1.10	1.14	-0.14	0.393	0.874	(B) White
GPR85	7q31.1	3.86	3.97	0.79	0.92	-0.11	0.393	0.874	(B) White
ST13P4	13q14.2	8.41	8.47	0.43	0.42	-0.06	0.393	0.874	(B) White
TMED6	16q22.1	1.81	1.74	0.52	0.61	0.07	0.393	0.874	(A) Asian
DDX49	19p13.11	9.76	9.71	0.37	0.41	0.05	0.393	0.874	(A) Asian
TMEM44	3q29	8.17	8.10	0.53	0.54	0.07	0.393	0.874	(A) Asian
LSM14A	19q13.11	11.92	11.89	0.20	0.25	0.03	0.393	0.874	(A) Asian
KNL1	15q15.1	3.98	4.16	1.34	1.30	-0.18	0.393	0.874	(B) White
ATG9A	2q35	10.46	10.42	0.28	0.26	0.04	0.393	0.874	(A) Asian
MLNR	13q14.2	0.50	0.59	0.66	0.78	-0.09	0.393	0.874	(B) White
TNPO1	5q13.2	11.07	11.12	0.35	0.39	-0.05	0.393	0.874	(B) White
PKNOX2	11q24.2	6.44	6.10	2.64	2.75	0.35	0.393	0.874	(A) Asian
ATOH7	10q21.3|10q21.3-q22.1	0.95	1.06	0.86	0.83	-0.11	0.393	0.874	(B) White
KRTAP27-1	21q22.11	0.01	0.00	0.07	0.02	0.01	0.393	0.874	(A) Asian
LOC100128076	9q22.31	0.63	0.72	0.69	0.85	-0.09	0.393	0.874	(B) White
CLEC4F	2p13.3	2.87	2.69	1.35	1.45	0.18	0.393	0.874	(A) Asian
LPCAT4	15q14	8.89	8.83	0.49	0.47	0.06	0.393	0.874	(A) Asian
PAFAH1B1	17p13.3	11.60	11.63	0.29	0.30	-0.04	0.393	0.874	(B) White
ECSIT	19p13.2	9.22	9.17	0.40	0.50	0.05	0.393	0.874	(A) Asian
EMG1	12p13.31	9.30	9.35	0.35	0.41	-0.05	0.393	0.874	(B) White
SLC35F6	2p23.3	10.56	10.62	0.43	0.37	-0.06	0.393	0.874	(B) White
ATRIP	3p21.31	7.83	7.89	0.48	0.57	-0.06	0.393	0.874	(B) White
POGLUT2	13q33.1	6.15	6.07	0.61	0.59	0.08	0.393	0.874	(A) Asian
NBPF1	1p36.13	8.91	8.83	0.57	0.60	0.08	0.393	0.874	(A) Asian
FMO2	1q24.3	5.29	5.05	1.83	1.92	0.24	0.394	0.874	(A) Asian
NRF1	7q32.2	8.80	8.77	0.19	0.25	0.03	0.394	0.874	(A) Asian
ZNF426	19p13.2	6.60	6.71	0.84	0.77	-0.11	0.394	0.874	(B) White
NCOA1	2p23.3	9.72	9.66	0.41	0.52	0.06	0.394	0.874	(A) Asian
CAPS2	12q21.1-q21.2	5.58	5.46	0.93	0.83	0.12	0.394	0.874	(A) Asian
CLEC14A	14q21.1	9.72	9.62	0.82	0.76	0.11	0.394	0.874	(A) Asian
NDUFB4	3q13.33	10.66	10.61	0.39	0.40	0.05	0.394	0.874	(A) Asian
CLN8	8p23.3	8.98	8.94	0.29	0.41	0.04	0.394	0.874	(A) Asian
TBXA2R	19p13.3	6.24	6.11	1.03	1.01	0.13	0.394	0.874	(A) Asian
C3AR1	12p13.31	7.05	7.18	1.00	1.20	-0.13	0.394	0.874	(B) White
PTGDR2	11q12.2	1.37	1.28	0.62	0.81	0.08	0.394	0.874	(A) Asian
RPS6KA5	14q32.11	5.66	5.77	0.84	0.78	-0.11	0.394	0.874	(B) White
ACTL9	19p13.2	0.03	0.01	0.11	0.09	0.01	0.394	0.874	(A) Asian
BTD	3p25.1	9.17	9.22	0.35	0.41	-0.05	0.394	0.874	(B) White
REG1CP	2p12	0.03	0.01	0.16	0.13	0.02	0.394	0.874	(A) Asian
RPP30	10q23.31	8.45	8.42	0.28	0.28	0.04	0.394	0.874	(A) Asian
USP19	3p21.31	10.64	10.62	0.17	0.25	0.02	0.394	0.874	(A) Asian
PLB1	2p23.2	5.38	5.23	1.23	0.96	0.16	0.394	0.874	(A) Asian
SLC35G5	8p23.1	0.93	1.00	0.54	0.62	-0.07	0.394	0.874	(B) White
GPR26	10q26.13	0.27	0.22	0.38	0.39	0.05	0.394	0.874	(A) Asian
BORCS7	10q24.32	10.29	10.24	0.37	0.44	0.05	0.394	0.874	(A) Asian
ST6GALNAC4	9q34.11	8.71	8.64	0.56	0.52	0.07	0.394	0.874	(A) Asian
CCDC28A	6q24.1	9.90	9.86	0.33	0.41	0.04	0.394	0.874	(A) Asian
CCER1	12q21.33	0.03	0.01	0.12	0.12	0.02	0.395	0.874	(A) Asian
FAAH	1p33	9.43	9.36	0.52	0.70	0.07	0.395	0.874	(A) Asian
SAP30BP	17q25.1	10.15	10.12	0.30	0.31	0.04	0.395	0.874	(A) Asian
XPO4	13q12.11	8.99	9.04	0.45	0.40	-0.06	0.395	0.874	(B) White
SLC9A6	Xq26.3	8.95	8.98	0.24	0.30	-0.03	0.395	0.874	(B) White
