Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
TNK1	17p13.1	6.91	7.01	1.09	0.95	-0.10	0.381	0.585	(B) White
CYBC1	17q25.3	10.65	10.60	0.56	0.62	0.06	0.381	0.585	(A) Asian
AKNAD1	1p13.3	0.18	0.23	0.40	0.50	-0.04	0.381	0.585	(B) White
MTERF1	7q21.2	7.46	7.52	0.57	0.68	-0.06	0.381	0.585	(B) White
WDR73	15q25.2	7.74	7.79	0.51	0.57	-0.05	0.381	0.585	(B) White
PMS2CL	7p22.1	6.09	6.16	0.66	0.68	-0.06	0.381	0.585	(B) White
PTPN2	18p11.21	8.72	8.66	0.66	0.61	0.06	0.381	0.585	(A) Asian
SEC14L2	22q12.2	11.16	11.36	2.06	1.92	-0.19	0.382	0.585	(B) White
RAB5C	17q21.2	11.52	11.56	0.56	0.42	-0.05	0.382	0.585	(B) White
PRSS3P2	7q34	0.27	0.39	1.38	0.96	-0.12	0.382	0.585	(B) White
DPEP3	16q22.1	0.99	0.88	1.18	1.09	0.11	0.382	0.586	(A) Asian
IFNW1	9p21.3	0.04	0.05	0.18	0.20	-0.02	0.382	0.586	(B) White
SEMA4A	1q22	6.02	5.87	1.49	1.49	0.14	0.382	0.586	(A) Asian
FGD3	9q22.31	6.49	6.35	1.50	1.39	0.14	0.382	0.586	(A) Asian
TELO2	16p13.3	9.63	9.58	0.54	0.56	0.05	0.382	0.586	(A) Asian
TMEM50A	1p36.11	10.86	10.81	0.53	0.49	0.05	0.382	0.586	(A) Asian
C7ORF65	7p12.3	0.32	0.26	0.66	0.52	0.06	0.383	0.586	(A) Asian
FBLIM1	1p36.21	9.09	8.95	1.47	1.32	0.14	0.383	0.586	(A) Asian
RASGRP3	2p22.3	7.77	7.87	1.08	0.96	-0.10	0.383	0.586	(B) White
ZNF784	19q13.42	8.08	8.01	0.72	0.66	0.07	0.383	0.586	(A) Asian
ZNF549	19q13.43	5.35	5.21	1.51	1.39	0.14	0.383	0.586	(A) Asian
BCL6B	17p13.1	7.91	8.00	0.92	0.97	-0.09	0.383	0.586	(B) White
COL5A2	2q32.2	9.78	9.91	1.45	1.28	-0.13	0.383	0.586	(B) White
AFAP1L1	5q32	7.90	7.81	0.88	0.87	0.08	0.383	0.586	(A) Asian
PIF1	15q22.31	5.51	5.37	1.47	1.59	0.15	0.383	0.586	(A) Asian
TMEM59L	19p13.11	1.70	1.83	1.33	1.52	-0.14	0.383	0.586	(B) White
CPSF7	11q12.2	10.62	10.58	0.48	0.51	0.05	0.383	0.586	(A) Asian
CSK	15q24.1	10.59	10.54	0.48	0.41	0.04	0.383	0.586	(A) Asian
SSX4	Xp11.23	1.23	1.48	2.48	2.89	-0.26	0.383	0.587	(B) White
PEX11A	15q26.1	7.95	8.04	0.85	0.92	-0.08	0.383	0.587	(B) White
ABCF2	7q36.1	9.97	9.92	0.53	0.51	0.05	0.383	0.587	(A) Asian
KIF21B	1q32.1	7.45	7.60	1.69	1.40	-0.15	0.383	0.587	(B) White
CPSF1	8q24.3	11.11	11.04	0.67	0.67	0.06	0.384	0.587	(A) Asian
ZNF256	19q13.43	5.60	5.47	1.43	1.20	0.13	0.384	0.587	(A) Asian
VENTXP7	3p24.3	0.07	0.05	0.29	0.21	0.02	0.384	0.587	(A) Asian
XAF1	17p13.1	9.31	9.43	1.20	1.29	-0.12	0.384	0.587	(B) White
KHDC3L	6q13	0.06	0.04	0.31	0.19	0.02	0.384	0.587	(A) Asian
DNAH12	3p14.3	2.21	2.41	1.97	2.24	-0.20	0.384	0.587	(B) White
SLC1A5	19q13.32	8.77	8.61	1.82	1.56	0.16	0.384	0.588	(A) Asian
KRTCAP3	2p23.3	4.73	4.44	3.13	2.89	0.29	0.384	0.588	(A) Asian
CLSPN	1p34.3	4.48	4.30	1.94	1.80	0.18	0.384	0.588	(A) Asian
UPRT	Xq13.3	7.62	7.67	0.56	0.54	-0.05	0.384	0.588	(B) White
PIGW	17q12	7.46	7.41	0.57	0.61	0.06	0.384	0.588	(A) Asian
CEND1	11p15.5	2.20	2.33	1.29	1.30	-0.12	0.385	0.588	(B) White
TAS2R19	12p13.2	0.47	0.53	0.56	0.67	-0.06	0.385	0.588	(B) White
SYT15	10q11.22	4.38	4.54	1.72	1.64	-0.16	0.385	0.588	(B) White
PDCD4-AS1	10q25.2	5.04	5.12	0.90	0.86	-0.08	0.385	0.588	(B) White
STK32A	5q32	0.27	0.34	0.82	0.76	-0.08	0.385	0.588	(B) White
ABCA1	9q31.1	10.60	10.69	0.91	0.94	-0.09	0.385	0.588	(B) White
PRAMEF11	1p36.21	1.93	2.17	2.49	2.43	-0.24	0.385	0.588	(B) White
MPP1	Xq28	9.55	9.65	1.08	0.97	-0.10	0.385	0.588	(B) White
LYRM7	5q23.3-q31.1	8.47	8.52	0.50	0.58	-0.05	0.385	0.588	(B) White
BBS7	4q27	6.35	6.45	1.02	1.14	-0.10	0.385	0.588	(B) White
ABCD4	14q24.3	9.62	9.68	0.59	0.57	-0.06	0.385	0.588	(B) White
ARF1	1q42.13	13.67	13.62	0.52	0.48	0.05	0.385	0.588	(A) Asian
APOC1P1	19q13.32	7.68	7.42	2.88	2.52	0.26	0.385	0.588	(A) Asian
FAM8A1	6p22.3	11.36	11.45	0.95	0.95	-0.09	0.385	0.589	(B) White
TLNRD1	15q25.1	8.47	8.40	0.72	0.76	0.07	0.385	0.589	(A) Asian
DPPA5	6q13	0.01	0.03	0.07	0.28	-0.02	0.385	0.589	(B) White
UGT1A8	2q37.1	3.60	3.35	2.57	2.44	0.24	0.385	0.589	(A) Asian
USP4	3p21.31	9.59	9.65	0.62	0.54	-0.06	0.385	0.589	(B) White
DDX51	12q24.33	8.90	8.85	0.52	0.52	0.05	0.386	0.589	(A) Asian
CARD19	9q22.31	7.90	7.84	0.65	0.65	0.06	0.386	0.589	(A) Asian
CTSF	11q13.2	11.28	11.39	1.17	1.18	-0.11	0.386	0.589	(B) White
SNORA15	7p11.2	0.03	0.02	0.14	0.11	0.01	0.386	0.589	(A) Asian
FRG2C	3p12.3	0.17	0.22	0.40	0.50	-0.04	0.386	0.589	(B) White
STAT1	2q32.2	12.22	12.12	1.10	1.03	0.10	0.386	0.589	(A) Asian
NSRP1	17q11.2	8.89	8.93	0.45	0.47	-0.04	0.386	0.589	(B) White
SNAI3	16q24.2	3.93	4.03	1.14	1.06	-0.11	0.386	0.590	(B) White
CPLX4	18q21.32	0.59	0.52	0.77	0.81	0.08	0.386	0.590	(A) Asian
SULT1A3	16p11.2	9.49	9.57	0.89	0.88	-0.08	0.386	0.590	(B) White
PAICS	4q12	11.59	11.64	0.54	0.57	-0.05	0.386	0.590	(B) White
SMARCD1	12q13.12	9.94	9.89	0.56	0.52	0.05	0.386	0.590	(A) Asian
METTL21C	13q33.1	0.02	0.07	0.14	0.63	-0.04	0.387	0.590	(B) White
LINC00592	12q13.13	0.19	0.24	0.43	0.56	-0.05	0.387	0.590	(B) White
MBL2	10q21.1	9.66	9.92	2.77	2.58	-0.26	0.387	0.590	(B) White
RAB8A	19p13.11	11.07	11.12	0.45	0.53	-0.05	0.387	0.590	(B) White
EWSAT1	15q23	1.81	1.95	1.43	1.39	-0.13	0.387	0.590	(B) White
PRXL2B	1p36.32	9.19	9.09	1.05	1.02	0.10	0.387	0.590	(A) Asian
ODAPH	4q21.1	0.19	0.24	0.48	0.44	-0.04	0.387	0.590	(B) White
ANAPC1	2q13	8.37	8.44	0.69	0.64	-0.06	0.387	0.590	(B) White
FMO1	1q24.3	4.71	4.43	3.03	2.66	0.27	0.387	0.590	(A) Asian
NBL1	1p36.13	7.89	8.04	1.65	1.45	-0.15	0.388	0.591	(B) White
CARS	11p15.4	9.89	9.95	0.62	0.52	-0.05	0.388	0.591	(B) White
IL10RB	21q22.11	9.91	9.87	0.50	0.50	0.05	0.388	0.591	(A) Asian
SLC25A47	14q32.2	8.67	9.02	3.62	3.57	-0.34	0.388	0.591	(B) White
ANKRD26P1	16q11.2	0.86	0.67	2.15	1.80	0.19	0.388	0.591	(A) Asian
AJAP1	1p36.32	1.47	1.62	1.72	1.45	-0.15	0.388	0.591	(B) White
MS4A12	11q12.2	0.02	0.01	0.17	0.12	0.01	0.388	0.591	(A) Asian
FIGNL1	7p12.2	7.50	7.42	0.89	0.86	0.08	0.388	0.591	(A) Asian
STT3A	11q24.2	11.94	11.89	0.58	0.51	0.05	0.388	0.591	(A) Asian
CALHM2	10q24.33	6.96	7.06	1.14	0.97	-0.10	0.388	0.591	(B) White
SPRED2	2p14	9.34	9.41	0.84	0.77	-0.08	0.388	0.591	(B) White
UBXN2B	8q12.1	9.62	9.69	0.79	0.85	-0.08	0.388	0.592	(B) White
ZNF57	19p13.3	6.25	6.36	1.11	1.19	-0.11	0.388	0.592	(B) White
C2ORF27B	2q21.2	0.00	0.01	0.04	0.10	-0.01	0.388	0.592	(B) White
FAM218A	4q32.3	1.02	1.13	1.16	1.19	-0.11	0.388	0.592	(B) White
LINC01011	6p25.2	4.74	4.66	0.84	0.87	0.08	0.389	0.592	(A) Asian
CTXN2	15q21.1	0.44	0.35	1.06	0.88	0.09	0.389	0.592	(A) Asian
HEXD	17q25.3	9.04	8.97	0.66	0.81	0.07	0.389	0.592	(A) Asian
GLCE	15q23	9.62	9.69	0.80	0.79	-0.08	0.389	0.592	(B) White
TSPAN17	5q35.2	10.00	9.94	0.60	0.59	0.06	0.389	0.592	(A) Asian
ACCSL	11p11.2	0.08	0.04	0.52	0.29	0.04	0.389	0.592	(A) Asian
CCNA1	13q13.3	0.36	0.44	0.79	0.86	-0.08	0.389	0.592	(B) White
TMEM74B	20p13	6.17	6.03	1.49	1.51	0.14	0.389	0.592	(A) Asian
ZNF648	1q25.3	3.55	3.77	2.29	2.41	-0.22	0.389	0.592	(B) White
SATL1	Xq21.1	5.29	5.39	1.02	0.98	-0.10	0.389	0.592	(B) White
NEK8	17q11.2	6.83	6.74	0.87	0.83	0.08	0.389	0.592	(A) Asian
LPXN	11q12.1	7.70	7.77	0.70	0.69	-0.07	0.389	0.592	(B) White
TRIM74	7q11.23	2.53	2.38	1.32	1.79	0.15	0.389	0.592	(A) Asian
SLC25A46	5q22.1	8.85	8.92	0.65	0.79	-0.07	0.390	0.593	(B) White
ARHGAP28	18p11.31	4.08	4.25	1.86	1.76	-0.17	0.390	0.593	(B) White
VWA7	6p21.33	5.84	5.99	1.72	1.50	-0.15	0.390	0.593	(B) White
BTBD2	19p13.3	10.61	10.67	0.68	0.56	-0.06	0.390	0.593	(B) White
RHOT1	17q11.2	9.04	9.09	0.50	0.54	-0.05	0.390	0.593	(B) White
HMGCS2	1p12	14.13	14.35	2.59	1.84	-0.22	0.390	0.593	(B) White
ZC2HC1C	14q24.3	6.23	6.31	0.89	0.78	-0.08	0.390	0.593	(B) White
EVI2B	17q11.2	6.85	6.98	1.38	1.27	-0.13	0.390	0.593	(B) White
FER1L5	2q11.2	0.96	1.09	1.28	1.29	-0.12	0.390	0.593	(B) White
ABHD3	18q11.2	9.90	9.82	0.92	0.88	0.09	0.390	0.593	(A) Asian
CYP19A1	15q21.2	2.35	2.10	2.55	2.71	0.25	0.390	0.593	(A) Asian
AKR1B1	7q33	8.55	8.70	1.61	1.38	-0.14	0.391	0.594	(B) White
ZNF124	1q44	5.04	5.16	1.34	1.19	-0.12	0.391	0.594	(B) White
ANKS4B	16p12.2	8.51	8.67	1.71	1.64	-0.16	0.391	0.594	(B) White
DAAM2	6p21.2	7.23	7.37	1.53	1.31	-0.14	0.391	0.594	(B) White
SSX9P	Xp11.23	0.60	0.49	1.31	1.14	0.12	0.391	0.594	(A) Asian
DDX4	5q11.2	0.37	0.45	0.82	0.96	-0.08	0.391	0.594	(B) White
TLK1	2q31.1	10.20	10.25	0.52	0.53	-0.05	0.391	0.595	(B) White
VAV2	9q34.2	10.98	11.04	0.67	0.60	-0.06	0.391	0.595	(B) White
ADORA2A	22q11.23	7.30	7.23	0.75	0.76	0.07	0.391	0.595	(A) Asian
NTF3	12p13.31	2.73	2.88	1.62	1.63	-0.15	0.391	0.595	(B) White
ADAMTS20	12q12	0.50	0.60	0.96	1.24	-0.10	0.392	0.595	(B) White
KRT74	12q13.13	0.04	0.02	0.32	0.13	0.02	0.392	0.595	(A) Asian
MSH3	5q14.1	8.70	8.75	0.59	0.53	-0.05	0.392	0.595	(B) White
OR6A2	11p15.4	0.01	0.02	0.07	0.11	-0.01	0.392	0.595	(B) White
MIR7-3HG	19p13.3	0.27	0.19	1.01	0.64	0.08	0.392	0.595	(A) Asian
GCA	2q24.2	7.64	7.75	1.12	1.16	-0.11	0.392	0.595	(B) White
KCNN1	19p13.11	1.93	2.08	1.48	1.65	-0.15	0.392	0.595	(B) White
KDM2A	11q13.2	11.18	11.13	0.55	0.50	0.05	0.392	0.595	(A) Asian
RFX6	6q22.1	1.12	0.97	1.63	1.70	0.16	0.392	0.596	(A) Asian
CGB5	19q13.33	0.12	0.18	0.59	0.77	-0.06	0.392	0.596	(B) White
OVGP1	1p13.2	7.03	7.19	1.67	1.56	-0.15	0.392	0.596	(B) White
POLR2L	11p15.5	11.42	11.35	0.75	0.76	0.07	0.392	0.596	(A) Asian
FGF21	19q13.33	8.13	7.82	3.20	3.43	0.31	0.393	0.596	(A) Asian
ZNF514	2q11.1	6.60	6.70	1.07	0.97	-0.10	0.393	0.596	(B) White
KIR3DX1	19q13.42	0.12	0.14	0.29	0.32	-0.03	0.393	0.596	(B) White
KNOP1	16p12.3	7.99	7.94	0.57	0.51	0.05	0.393	0.596	(A) Asian
FDCSP	4q13.3|4q13	2.10	1.82	3.08	2.99	0.29	0.393	0.596	(A) Asian
PHC3	3q26.2	9.23	9.29	0.62	0.62	-0.06	0.393	0.596	(B) White
PTGES	9q34.11	4.95	4.68	2.96	2.67	0.27	0.393	0.596	(A) Asian
SRSF4	1p35.3	10.56	10.61	0.47	0.40	-0.04	0.393	0.596	(B) White
FSTL3	19p13.3	8.76	8.93	1.87	1.79	-0.17	0.393	0.596	(B) White
MYO1G	7p13	5.97	6.11	1.65	1.48	-0.15	0.393	0.596	(B) White
RSAD2	2p25.2	6.48	6.35	1.40	1.33	0.13	0.393	0.596	(A) Asian
C7ORF50	7p22.3	10.50	10.43	0.70	0.89	0.08	0.393	0.596	(A) Asian
C20ORF197	20q13.33	1.20	1.10	1.11	0.98	0.10	0.393	0.596	(A) Asian
ZNF607	19q13.12	5.81	5.67	1.51	1.42	0.14	0.393	0.596	(A) Asian
UBTFL1	11q14.3	0.03	0.02	0.17	0.10	0.01	0.393	0.596	(A) Asian
FAM227A	22q13.1	2.44	2.59	1.53	1.70	-0.15	0.393	0.596	(B) White
SPATA4	4q34.2	0.14	0.18	0.37	0.42	-0.04	0.393	0.596	(B) White
GCHFR	15q15.1	10.03	10.14	1.20	1.09	-0.11	0.393	0.596	(B) White
CASKIN2	17q25.1	9.75	9.69	0.64	0.54	0.06	0.393	0.596	(A) Asian
C19ORF18	19q13.43	2.92	2.78	1.58	1.43	0.14	0.394	0.596	(A) Asian
ASNSD1	2q32.2	9.95	9.98	0.32	0.39	-0.03	0.394	0.596	(B) White
OPRD1	1p35.3	0.07	0.04	0.39	0.20	0.03	0.394	0.597	(A) Asian
THAP3	1p36.31	8.63	8.55	0.79	0.75	0.07	0.394	0.597	(A) Asian
KCNMB3	3q26.32	5.50	5.40	1.01	1.15	0.10	0.394	0.597	(A) Asian
DMRTC1	Xq13.1	0.01	0.00	0.14	0.05	0.01	0.394	0.597	(A) Asian
PDE9A	21q22.3	6.90	6.70	2.26	2.11	0.21	0.394	0.597	(A) Asian
MOSPD2	Xp22.2	7.39	7.30	0.91	0.91	0.09	0.394	0.597	(A) Asian
IRAK1	Xq28	11.51	11.58	0.79	0.81	-0.08	0.394	0.597	(B) White
ST7-AS2	7q31.2	0.15	0.19	0.37	0.45	-0.04	0.394	0.597	(B) White
SCARNA14	15q22.31	0.02	0.01	0.17	0.08	0.01	0.394	0.597	(A) Asian
SIMC1	5q35.2	8.13	8.04	1.00	0.86	0.09	0.394	0.597	(A) Asian
HEPN1	11q24.2	3.57	3.94	3.95	3.94	-0.37	0.394	0.597	(B) White
ITM2C	2q37.1	10.23	10.10	1.49	1.35	0.13	0.394	0.597	(A) Asian
POU2F1	1q24.2	5.66	5.58	0.93	0.95	0.09	0.395	0.597	(A) Asian
OTULIN	5p15.2	9.59	9.54	0.55	0.49	0.05	0.395	0.598	(A) Asian
C9ORF50	9q34.11	0.58	0.50	0.83	0.71	0.07	0.395	0.598	(A) Asian
TYR	11q14.3	0.22	0.30	0.79	0.96	-0.08	0.395	0.598	(B) White
SPHK2	19q13.33	9.03	9.10	0.80	0.74	-0.07	0.395	0.598	(B) White
SCGB2A2	11q12.3	0.09	0.15	0.68	0.49	-0.06	0.395	0.598	(B) White
BATF3	1q32.3	4.31	4.19	1.36	1.23	0.12	0.395	0.598	(A) Asian
KRTAP19-4	21q22.11	0.02	0.01	0.13	0.08	0.01	0.395	0.598	(A) Asian
RELN	7q22.1	7.94	8.29	3.78	3.80	-0.36	0.395	0.598	(B) White
BRIP1	17q23.2	5.17	5.32	1.70	1.64	-0.16	0.395	0.598	(B) White
SMIM15	5q12.1	10.31	10.35	0.44	0.44	-0.04	0.395	0.598	(B) White
EPHA6	3q11.2	0.71	0.87	1.70	1.68	-0.16	0.395	0.598	(B) White
NUP188	9q34.11	9.53	9.46	0.73	0.56	0.06	0.395	0.598	(A) Asian
NMBR	6q24.1	0.12	0.09	0.30	0.24	0.03	0.395	0.598	(A) Asian
DCAF4L2	8q21.3	3.10	3.50	4.11	4.30	-0.39	0.396	0.598	(B) White
EIF5A	17p13.1	12.76	12.70	0.63	0.70	0.06	0.396	0.598	(A) Asian
TMEM255A	Xq24	3.80	3.63	1.81	1.67	0.16	0.396	0.598	(A) Asian
SLC47A2	17p11.2	1.95	2.07	1.23	1.33	-0.12	0.396	0.599	(B) White
SEZ6L2	16p11.2	7.42	7.75	3.63	3.33	-0.33	0.396	0.599	(B) White
SIT1	9p13.3	4.35	4.19	1.74	1.69	0.16	0.396	0.599	(A) Asian
CELP	9q34.13	0.17	0.25	0.62	1.00	-0.08	0.396	0.599	(B) White
MCOLN3	1p22.3	3.17	2.92	2.70	2.80	0.26	0.396	0.599	(A) Asian
NDUFS4	5q11.2	10.14	10.08	0.76	0.70	0.07	0.396	0.599	(A) Asian
NIPSNAP3B	9q31.1	4.14	4.24	1.10	1.02	-0.10	0.396	0.599	(B) White
TMEM19	12q21.1	9.42	9.49	0.68	0.73	-0.07	0.396	0.599	(B) White
C8ORF37	8q22.1	5.08	5.19	1.17	1.16	-0.11	0.397	0.599	(B) White
TNFRSF11B	8q24.12	6.08	6.31	2.61	2.32	-0.23	0.397	0.599	(B) White
CLCN4	Xp22.2	8.17	8.10	0.75	0.76	0.07	0.397	0.599	(A) Asian
ZNF174	16p13.3	7.72	7.68	0.43	0.44	0.04	0.397	0.600	(A) Asian
ERC2-IT1	3p14.3	0.04	0.02	0.18	0.12	0.01	0.397	0.600	(A) Asian
LINC00244	7q36.3	0.72	0.78	0.69	0.78	-0.07	0.397	0.600	(B) White
NCDN	1p34.3	8.53	8.60	0.77	0.68	-0.07	0.397	0.600	(B) White
RAB22A	20q13.32	9.81	9.85	0.45	0.46	-0.04	0.397	0.600	(B) White
USHBP1	19p13.11	5.98	6.07	0.87	1.13	-0.09	0.397	0.600	(B) White
CST3	20p11.21	12.83	12.92	0.94	0.87	-0.08	0.397	0.600	(B) White
TMEM87A	15q15.1	9.37	9.43	0.50	0.61	-0.05	0.397	0.600	(B) White
CATSPERD	19p13.3	0.11	0.15	0.49	0.45	-0.04	0.397	0.600	(B) White
CHD4	12p13.31	11.93	11.98	0.46	0.42	-0.04	0.397	0.600	(B) White
KARS	16q23.1	11.29	11.34	0.60	0.49	-0.05	0.397	0.600	(B) White
SCIMP	17p13.2	3.54	3.66	1.35	1.28	-0.12	0.397	0.600	(B) White
CALHM6	6q22.1	6.02	5.86	1.72	1.63	0.16	0.398	0.600	(A) Asian
ZNF235	19q13.31	5.84	5.78	0.69	0.59	0.06	0.398	0.600	(A) Asian
DRD5	4p16.1	0.37	0.44	0.85	0.84	-0.08	0.398	0.600	(B) White
CREB3	9p13.3	9.79	9.85	0.60	0.58	-0.06	0.398	0.600	(B) White
MORF4	4q34.1	1.54	1.61	0.78	0.71	-0.07	0.398	0.600	(B) White
PLIN3	19p13.3	10.05	10.12	0.69	0.74	-0.07	0.398	0.601	(B) White
CDHR5	11p15.5	11.65	11.89	2.69	2.37	-0.24	0.398	0.601	(B) White
WDR66	12q24.31	2.85	2.98	1.36	1.50	-0.13	0.398	0.601	(B) White
DMTN	8p21.3	8.99	9.12	1.59	1.06	-0.13	0.398	0.601	(B) White
SIGLEC15	18q12.3	3.25	3.05	2.04	2.18	0.20	0.398	0.601	(A) Asian
ZNRF2	7p14.3	9.54	9.60	0.66	0.67	-0.06	0.398	0.601	(B) White
GBX2	2q37.2	0.49	0.56	0.76	0.85	-0.07	0.399	0.601	(B) White
RNF17	13q12.12	1.01	0.82	2.18	1.95	0.19	0.399	0.601	(A) Asian
NAA80	3p21.31	7.88	7.81	0.79	0.75	0.07	0.399	0.601	(A) Asian
CDO1	5q22.3	11.31	11.53	2.42	2.26	-0.22	0.399	0.601	(B) White
LRP12	8q22.3	6.16	6.30	1.61	1.42	-0.14	0.399	0.601	(B) White
ZNF582	19q13.43	4.79	4.66	1.49	1.36	0.13	0.399	0.602	(A) Asian
C19ORF24	19p13.3	10.50	10.42	0.80	0.87	0.08	0.399	0.602	(A) Asian
PRMT2	21q22.3	9.54	9.48	0.67	0.69	0.06	0.399	0.602	(A) Asian
KRT75	12q13.13	0.24	0.31	0.69	0.88	-0.07	0.399	0.602	(B) White
SLC4A3	2q35	3.33	3.57	2.51	2.68	-0.24	0.399	0.602	(B) White
INTS12	4q24	8.47	8.51	0.50	0.48	-0.05	0.399	0.602	(B) White
RNF20	9q31.1	9.83	9.79	0.51	0.49	0.05	0.400	0.602	(A) Asian
UGT3A2	5p13.2	3.65	3.42	2.60	2.42	0.23	0.400	0.602	(A) Asian
TTN	2q31.2	5.34	5.46	1.26	1.35	-0.12	0.400	0.602	(B) White
VCX3A	Xp22.31	2.08	2.32	2.54	2.64	-0.24	0.400	0.602	(B) White
TTLL13P	15q26.1	2.92	2.83	1.03	1.00	0.10	0.400	0.602	(A) Asian
TBP	6q27	7.72	7.67	0.55	0.51	0.05	0.400	0.602	(A) Asian
SNN	16p13.13	8.88	8.82	0.72	0.66	0.06	0.400	0.602	(A) Asian
IFNA14	9p21.3	0.00	0.01	0.06	0.09	-0.01	0.400	0.603	(B) White
SKINT1L	1p33	0.14	0.18	0.32	0.41	-0.03	0.400	0.603	(B) White
HIF1AN	10q24.31	9.49	9.54	0.57	0.55	-0.05	0.400	0.603	(B) White
ZYG11A	1p32.3	4.47	4.26	2.14	2.26	0.20	0.400	0.603	(A) Asian
SSBP2	5q14.1	5.49	5.65	1.70	1.61	-0.15	0.400	0.603	(B) White
SMC6	2p24.2	9.37	9.31	0.63	0.67	0.06	0.400	0.603	(A) Asian
RIT1	1q22	8.52	8.57	0.61	0.63	-0.06	0.400	0.603	(B) White
GJD2	15q14	0.03	0.01	0.13	0.10	0.01	0.400	0.603	(A) Asian
TMPPE	3p22.3	4.40	4.48	0.89	0.81	-0.08	0.400	0.603	(B) White
CKMT1B	15q15.3	3.28	3.01	3.06	2.64	0.27	0.401	0.603	(A) Asian
PDZD9	16p12.2	0.49	0.54	0.57	0.60	-0.05	0.401	0.603	(B) White
PRKACA	19p13.12	11.46	11.52	0.60	0.73	-0.06	0.401	0.603	(B) White
PCOLCE2	3q23	8.37	8.15	2.24	2.40	0.22	0.401	0.604	(A) Asian
HEATR5B	2p22.2	8.70	8.76	0.68	0.67	-0.06	0.401	0.604	(B) White
THUMPD2	2p22.1|2p22-p21	7.17	7.11	0.73	0.60	0.06	0.401	0.604	(A) Asian
DOK5	20q13.2	3.99	4.14	1.54	1.62	-0.15	0.401	0.604	(B) White
HIST1H3B	6p22.2	1.67	1.55	1.30	1.34	0.12	0.401	0.604	(A) Asian
MEG8	14q32.2-q32.31	0.29	0.22	0.84	0.58	0.07	0.401	0.604	(A) Asian
ARPC2	2q35	11.59	11.54	0.49	0.46	0.04	0.401	0.604	(A) Asian
MAD2L1	4q27	7.36	7.25	1.21	1.19	0.11	0.401	0.604	(A) Asian
PACS1	11q13.1-q13.2	10.08	10.01	0.80	0.77	0.07	0.401	0.604	(A) Asian
SCRN1	7p14.3	7.18	7.34	1.77	1.51	-0.15	0.401	0.604	(B) White
LRRC37B	17q11.2	5.85	5.77	0.83	0.88	0.08	0.402	0.604	(A) Asian
SLC4A11	20p13	3.82	3.61	2.32	2.28	0.21	0.402	0.604	(A) Asian
MPDU1	17p13.1	10.90	10.97	0.69	0.71	-0.06	0.402	0.604	(B) White
MICOS13	19p13.3	10.33	10.26	0.78	0.77	0.07	0.402	0.604	(A) Asian
TRPM5	11p15.5	1.00	0.88	1.33	1.21	0.12	0.402	0.604	(A) Asian
PNMA8A	19q13.32	3.00	3.24	2.61	2.56	-0.24	0.402	0.604	(B) White
GRWD1	19q13.33	10.01	9.96	0.48	0.46	0.04	0.402	0.604	(A) Asian
MPZL2	11q23.3	9.13	9.23	1.08	0.97	-0.10	0.402	0.604	(B) White
ZNF292	6q14.3	8.36	8.46	0.98	0.97	-0.09	0.402	0.604	(B) White
MTFMT	15q22.31	7.93	7.96	0.43	0.38	-0.04	0.402	0.604	(B) White
CATSPERZ	11q13.1	1.41	1.27	1.58	1.46	0.14	0.402	0.604	(A) Asian
LOC407835	7q32.1	6.29	6.34	0.67	0.53	-0.06	0.402	0.604	(B) White
CLCA4	1p22.3	0.12	0.18	0.59	0.60	-0.06	0.402	0.604	(B) White
RMND5A	2p11.2	11.10	11.16	0.67	0.64	-0.06	0.402	0.604	(B) White
INHBE	12q13.3	10.16	10.36	2.28	2.15	-0.21	0.402	0.605	(B) White
JAG1	20p12.2	9.35	9.47	1.33	1.21	-0.12	0.403	0.605	(B) White
CMC4	Xq28	8.75	8.67	0.86	0.71	0.07	0.403	0.605	(A) Asian
ARID5A	2q11.2	9.26	9.18	0.88	0.90	0.08	0.403	0.605	(A) Asian
TMEM95	17p13.1	0.01	0.01	0.09	0.07	0.01	0.403	0.605	(A) Asian
ECI1	16p13.3	11.51	11.59	0.85	0.75	-0.07	0.403	0.605	(B) White
NPTN	15q24.1	10.66	10.71	0.54	0.53	-0.05	0.403	0.605	(B) White
DNAJC13	3q22.1	9.66	9.71	0.61	0.55	-0.05	0.403	0.605	(B) White
CAPN10	2q37.3	8.17	8.11	0.60	0.63	0.06	0.403	0.605	(A) Asian
ZNF395	8p21.1	9.66	9.58	0.80	0.78	0.07	0.403	0.605	(A) Asian
CRIP3	6p21.1	6.76	6.60	1.77	1.73	0.16	0.403	0.605	(A) Asian
ATP7B	13q14.3	8.97	9.07	1.13	1.20	-0.11	0.404	0.606	(B) White
TMEM99	17q21.2	7.93	8.04	1.21	1.15	-0.11	0.404	0.606	(B) White
LHX4	1q25.2	2.55	2.42	1.36	1.34	0.12	0.404	0.606	(A) Asian
TSPAN7	Xp11.4	8.34	8.23	1.21	1.20	0.11	0.404	0.606	(A) Asian
TM4SF19	3q29	2.83	2.65	1.90	2.00	0.18	0.404	0.606	(A) Asian
GRM3	7q21.11-q21.12	0.78	0.91	1.29	1.55	-0.13	0.404	0.606	(B) White
OAS1	12q24.13	9.62	9.52	1.16	1.15	0.11	0.404	0.606	(A) Asian
MLKL	16q23.1	7.28	7.20	0.89	0.90	0.08	0.404	0.606	(A) Asian
